Sample_ID,Category,SMS_Text,Language,Label,text_length,contains_url,extracted_url,url_domain,text_length,word_count,urgency_keyword_count,sensitive_keyword_count,action_keyword_count,exclamation_count,question_count,digit_count,uppercase_count
SD0102,Gambling/Gaming Scams,"JACKPOT ALERT! You won Rs.50,000 on Teen Patti Gold. Claim within 24 hrs: http://teenpatti-bonus.example/withdraw Helpline: +91-9900112233",English,Phishing,138,True,http://teenpatti-bonus.example/withdraw,teenpatti-bonus.example,138,16,0,0,0,1,0,19,19
SD0103,Gambling/Gaming Scams,"Dear Player, your account has Rs.10,000 bonus pending. Verify PAN to withdraw: https://gamingzone-demo.example/verify Sender: AD-GAMEZONE",English,Phishing,137,True,https://gamingzone-demo.example/verify,gamingzone-demo.example,137,15,0,3,2,0,0,5,18
SD0104,Gambling/Gaming Scams,Aapka Ludo King wallet mein Rs.8000 add hua hai. Abhi claim karein warna expire ho jayega: https://ludo-rewards.example/claim,Hinglish,Phishing,125,True,https://ludo-rewards.example/claim,ludo-rewards.example,125,17,1,0,0,0,0,4,5
SD0105,Gambling/Gaming Scams,WIN BIG! Deposit Rs.500 get Rs.5000 free in Poker App. Limited time offer: http://poker-bonus-demo.example/deposit Sender: VM-POKERAPP,English,Phishing,134,True,http://poker-bonus-demo.example/deposit,poker-bonus-demo.example,134,16,0,0,0,1,0,7,23
SD0106,Gambling/Gaming Scams,"Aapne Fantasy Cricket contest mein first prize jeeta hai Rs.1,00,000! KYC complete karein withdraw ke liye: https://fantasy-prize.example/kyc",Hinglish,Phishing,141,True,https://fantasy-prize.example/kyc,fantasy-prize.example,141,17,0,2,0,1,0,6,7
SD0107,Gambling/Gaming Scams,"ALERT: Your betting account shows unclaimed winnings of Rs.32,500. Login now: https://betwin-demo.example/login Helpline: +91-9811223344",English,Phishing,136,True,https://betwin-demo.example/login,betwin-demo.example,136,14,1,1,2,0,0,17,9
SD0108,Gambling/Gaming Scams,Casino Royale Bonus: Free Rs.2000 chips on signup today only. Register: http://casino-royale.example/signup Sender: AD-CASINOOFFER,English,Phishing,130,True,http://casino-royale.example/signup,casino-royale.example,130,14,1,0,1,0,0,4,20
SD0109,Gambling/Gaming Scams,Aapka 91Club account suspend hone wala hai pending withdrawal ki wajah se. Verify karein: https://91club-verify-demo.example/verify,Hinglish,Phishing,131,True,https://91club-verify-demo.example/verify,91club-verify-demo.example,131,15,0,4,3,0,0,4,3
SD0110,Gambling/Gaming Scams,"Congrats! You are selected for VIP gaming rewards worth Rs.75,000. Claim before midnight: https://vipgaming-demo.example/claim Sender: VM-VIPGAME",English,Phishing,145,True,https://vipgaming-demo.example/claim,vipgaming-demo.example,145,16,0,0,0,1,0,5,17
SD0111,Gambling/Gaming Scams,Spin and win promo: Aaj hi spin karein aur jeetein Rs.1 Lakh tak. Free entry: http://luckyspin-demo.example/play Helpline: +91-9822334455,Hinglish,Phishing,137,True,http://luckyspin-demo.example/play,luckyspin-demo.example,137,18,0,3,0,0,0,13,6
SD0112,Gambling/Gaming Scams,"Dream11 ke contest mein aapki winning amount Rs.18,400 hold ho gayi hai. Release ke liye verify karein: https://dream-winning.example/release",Hinglish,Phishing,141,True,https://dream-winning.example/release,dream-winning.example,141,18,0,1,1,0,0,7,3
SD0113,Gambling/Gaming Scams,"FINAL NOTICE: Withdraw your pending game winnings of Rs.22,000 before account closure: https://gamewallet-demo.example/withdraw Sender: AD-GAMEWALLET",English,Phishing,149,True,https://gamewallet-demo.example/withdraw,gamewallet-demo.example,149,15,0,1,0,0,0,5,26
SD0114,Gambling/Gaming Scams,Aapko Andar Bahar app mein lucky bonus mila hai Rs.6500. Activate karein abhi: http://andarbahar-bonus.example/activate,Hinglish,Phishing,119,True,http://andarbahar-bonus.example/activate,andarbahar-bonus.example,119,14,0,0,2,0,0,4,5
SD0115,Gambling/Gaming Scams,Refer and Earn: Apne friends ko invite karo aur paao Rs.500 per referral instantly. Join: https://refergame-demo.example/join Sender: VM-REFERGAME,Hinglish,Phishing,146,True,https://refergame-demo.example/join,refergame-demo.example,146,18,0,0,0,0,0,3,17
SD0116,SIM/KYC Scams,IMPORTANT: Your SIM card KYC verification is incomplete. Update within 24 hours or service will be suspended: https://simkyc-update.example/verify Sender: VM-TELECOM,English,Phishing,165,True,https://simkyc-update.example/verify,simkyc-update.example,165,20,2,4,3,0,0,2,27
SD0117,SIM/KYC Scams,Aapka mobile number 2 ghante mein band ho jayega due to pending Aadhaar KYC. Abhi update karein: http://aadhaar-simkyc.example/update Helpline: +91-9876123450,Hinglish,Phishing,158,True,http://aadhaar-simkyc.example/update,aadhaar-simkyc.example,158,20,0,2,2,0,0,13,7
SD0118,SIM/KYC Scams,"Dear Customer, your e-KYC is pending and SIM will be deactivated tonight. Click to complete: https://ekyc-portal-demo.example/complete Sender: AD-JIOKYC",English,Phishing,152,True,https://ekyc-portal-demo.example/complete,ekyc-portal-demo.example,152,18,0,3,2,0,0,0,18
SD0119,SIM/KYC Scams,NOTICE: TRAI ke naye niyam ke according aapka SIM 24 ghante mein band hoga. Re-verify karein: https://trai-simverify.example/reverify,Hinglish,Phishing,133,True,https://trai-simverify.example/reverify,trai-simverify.example,133,17,0,3,3,0,0,2,14
SD0120,SIM/KYC Scams,Your Airtel number will be permanently blocked due to incomplete KYC. Verify now: http://airtel-kycverify.example/verify Helpline: +91-9900223344,English,Phishing,145,True,http://airtel-kycverify.example/verify,airtel-kycverify.example,145,16,2,5,3,0,0,12,7
SD0121,SIM/KYC Scams,Last warning: Your VI SIM KYC update pending. Complete it now to avoid disconnection: https://vi-kycupdate.example/now Sender: VM-VIKYC,English,Phishing,135,True,https://vi-kycupdate.example/now,vi-kycupdate.example,135,17,3,3,2,0,0,0,19
SD0122,SIM/KYC Scams,Aapka BSNL SIM card document verification ke bina suspend kar diya jayega. Turant link kholen: http://bsnl-docverify.example/link,Hinglish,Phishing,129,True,http://bsnl-docverify.example/link,bsnl-docverify.example,129,16,0,2,1,0,0,0,9
SD0123,SIM/KYC Scams,ALERT: Unusual activity detected on your SIM. Re-KYC required immediately to prevent number porting fraud: https://simfraud-alert.example/rekyc Sender: AD-SIMSECURE,English,Phishing,164,True,https://simfraud-alert.example/rekyc,simfraud-alert.example,164,18,1,2,1,0,0,0,25
SD0124,SIM/KYC Scams,Telecom Dept notice: Aapka number duplicate KYC ki wajah se flag hua hai. Verify karein 12 ghante mein: https://telecom-flagcheck.example/verify,Hinglish,Phishing,144,True,https://telecom-flagcheck.example/verify,telecom-flagcheck.example,144,19,0,3,2,0,0,2,7
SD0125,SIM/KYC Scams,"Dear Subscriber, your SIM will stop working from tomorrow. Complete biometric KYC update here: https://biometric-simkyc.example/update Helpline: +91-9811556677",English,Phishing,159,True,https://biometric-simkyc.example/update,biometric-simkyc.example,159,17,0,2,2,0,0,12,10
SD0126,SIM/KYC Scams,Aapke naam par 9 SIM cards issue hue hain jo fraud mein use ho rahe hain. Block karne ke liye click karein: http://simfraud-block.example/block,Hinglish,Phishing,143,True,http://simfraud-block.example/block,simfraud-block.example,143,23,0,0,1,0,0,1,5
SD0127,SIM/KYC Scams,Final Reminder: Your mobile KYC expires today. Failure to update will result in permanent number loss: https://kycexpiry-demo.example/renew Sender: VM-KYCRENEW,English,Phishing,159,True,https://kycexpiry-demo.example/renew,kycexpiry-demo.example,159,19,2,3,1,0,0,0,18
SD0128,SIM/KYC Scams,Govt notice: Sabhi SIM card holders ko naya KYC form bharna zaroori hai. Form yahan bharein: https://govtsimform.example/fillform,Hinglish,Phishing,129,True,https://govtsimform.example/fillform,govtsimform.example,129,17,0,1,0,0,0,0,9
SD0129,SIM/KYC Scams,Your SIM-based bank OTP service will stop due to KYC mismatch. Resolve immediately: http://otpkyc-mismatch.example/resolve Helpline: +91-9822667788,English,Phishing,147,True,http://otpkyc-mismatch.example/resolve,otpkyc-mismatch.example,147,16,1,5,0,0,0,12,12
SD0130,SIM/KYC Scams,Aapka international roaming SIM verification ke bina cancel ho jayega. Abhi confirm karein: https://roamingsim-verify.example/confirm Sender: AD-ROAMVERIFY,Hinglish,Phishing,155,True,https://roamingsim-verify.example/confirm,roamingsim-verify.example,155,16,0,3,4,0,0,0,18
SD0131,Job Scams,"HIRING NOW: Part-time online typing job, earn Rs.20,000/month from home. Apply today: https://typingjobs-demo.example/apply Sender: VM-TYPEJOB",English,Phishing,142,True,https://typingjobs-demo.example/apply,typingjobs-demo.example,142,15,2,2,2,0,0,5,22
SD0132,Job Scams,Aapko Amazon packing job ke liye select kiya gaya hai. Daily payment Rs.1200. Registration karein: http://amazonpack-job.example/register Helpline: +91-9877001122,Hinglish,Phishing,162,True,http://amazonpack-job.example/register,amazonpack-job.example,162,18,0,1,2,0,0,16,6
SD0133,Job Scams,"Work From Home Alert: Data entry job, no qualification needed, Rs.18000/week guaranteed. Join now: https://wfhjobs-demo.example/join Sender: AD-WFHJOBS",English,Phishing,151,True,https://wfhjobs-demo.example/join,wfhjobs-demo.example,151,17,1,0,0,0,0,5,17
SD0134,Job Scams,"Govt job vacancy: Railway mein 5000+ posts nikli hain, application free hai. Apply karein abhi: https://railwayjobs-demo.example/apply",Hinglish,Phishing,134,True,https://railwayjobs-demo.example/apply,railwayjobs-demo.example,134,16,0,0,2,0,0,4,3
SD0135,Job Scams,"Dear Candidate, your HR interview is scheduled. Pay registration fee Rs.500 to confirm slot: http://hrinterview-confirm.example/pay Helpline: +91-9900334455",English,Phishing,156,True,http://hrinterview-confirm.example/pay,hrinterview-confirm.example,156,17,0,0,4,0,0,15,7
SD0136,Credit Card/Loan Scams,Aapka SBI card upgrade ho gaya hai with Rs.5 Lakh limit. Activate karein abhi: https://sbicard-upgrade.example/activate Sender: VM-SBICARD,Hinglish,Phishing,138,True,https://sbicard-upgrade.example/activate,sbicard-upgrade.example,138,17,0,0,2,0,0,1,17
SD0137,Credit Card/Loan Scams,"Pre-approved instant loan of Rs.2,00,000 available. No documents required. Apply: http://instantloan-demo.example/apply Helpline: +91-9811223300",English,Phishing,144,True,http://instantloan-demo.example/apply,instantloan-demo.example,144,13,0,0,2,0,0,18,5
SD0138,Credit Card/Loan Scams,URGENT: Your ICICI credit card payment failed. Update card details to avoid blocking: https://iciciupdate-demo.example/update Sender: AD-ICICIPAY,English,Phishing,145,True,https://iciciupdate-demo.example/update,iciciupdate-demo.example,145,16,1,1,5,0,0,0,24
SD0139,Credit Card/Loan Scams,"Aapke liye special loan offer: Sirf 2% interest rate, abhi apply karein: https://lowinterest-loan.example/apply",Hinglish,Phishing,111,True,https://lowinterest-loan.example/apply,lowinterest-loan.example,111,13,0,0,2,0,0,1,2
SD0140,Credit Card/Loan Scams,Your loan EMI bounced. Pay immediately to avoid CIBIL score damage: http://emibounce-pay.example/pay Helpline: +91-9822445566,English,Phishing,125,True,http://emibounce-pay.example/pay,emibounce-pay.example,125,14,1,0,3,0,0,12,11
SD0141,Electricity Bill Scams,Final Notice: Aapka power connection 3 ghante mein katega due bill ki wajah se. Pay karein: https://powercut-final.example/pay Sender: VM-POWERPAY,Hinglish,Phishing,146,True,https://powercut-final.example/pay,powercut-final.example,146,19,0,0,3,0,0,1,15
SD0142,Electricity Bill Scams,"Dear Consumer, your electricity board account shows Rs.2150 due. Settle now: http://ebillsettle-demo.example/settle Helpline: +91-9900556677",English,Phishing,140,True,http://ebillsettle-demo.example/settle,ebillsettle-demo.example,140,14,1,1,0,0,0,16,5
SD0143,Electricity Bill Scams,TNEB Alert: Aapka bijli bill autopay fail ho gaya. Manually pay karein abhi: https://tnebpay-demo.example/manualpay Sender: AD-TNEBALERT,Hinglish,Phishing,136,True,https://tnebpay-demo.example/manualpay,tnebpay-demo.example,136,16,0,0,4,0,0,0,19
SD0144,Lottery/Reward Scams,"CONGRATULATIONS! Your mobile number won Rs.10,00,000 in KBC lucky draw. Claim now: https://kbclucky-demo.example/claim Sender: VM-KBCWIN",English,Phishing,136,True,https://kbclucky-demo.example/claim,kbclucky-demo.example,136,15,1,0,0,1,0,7,30
SD0145,Lottery/Reward Scams,Aapko Flipkart anniversary lucky draw mein iPhone jeeta hai. Delivery ke liye details bharein: http://flipkart-luckydraw.example/details,Hinglish,Phishing,136,True,http://flipkart-luckydraw.example/details,flipkart-luckydraw.example,136,15,0,0,0,0,0,0,4
SD0146,Lottery/Reward Scams,"WINNER NOTICE: You have been selected for Rs.5,00,000 cash reward. Verify identity to claim: https://cashreward-demo.example/verify Helpline: +91-9811667788",English,Phishing,156,True,https://cashreward-demo.example/verify,cashreward-demo.example,156,17,0,2,2,0,0,18,16
SD0147,Social Media Account Scams,WhatsApp Security Team: Aapka account 2 din mein deactivate hoga unauthorized login ki wajah se. Verify: https://wa-secureteam.example/verify,Hinglish,Phishing,141,True,https://wa-secureteam.example/verify,wa-secureteam.example,141,17,0,3,5,0,0,1,6
SD0148,Social Media Account Scams,Your Twitter/X account has been reported for violation. Appeal now or lose access permanently: http://x-appeal-demo.example/appeal Sender: AD-XSUPPORT,English,Phishing,150,True,http://x-appeal-demo.example/appeal,x-appeal-demo.example,150,17,1,1,0,0,0,0,15
SD0149,Social Media Account Scams,Aapka YouTube channel copyright strike ki wajah se band hone wala hai. Abhi appeal file karein: https://yt-strikeappeal.example/file Helpline: +91-9822990011,Hinglish,Phishing,157,True,https://yt-strikeappeal.example/file,yt-strikeappeal.example,157,19,0,0,0,0,0,12,5
SD0150,Social Media Account Scams,Pinterest Alert: Suspicious login detected from new device. Secure your account immediately: https://pinterest-secure-demo.example/secure Sender: VM-PINSEC,English,Phishing,155,True,https://pinterest-secure-demo.example/secure,pinterest-secure-demo.example,155,15,1,4,4,0,0,0,13
SD0151,Social Media Account Scams,Aapka Facebook account hack hone se bachane ke liye abhi password reset karein: https://fb-protect-demo.example/reset Sender: VM-FBPROTECT,Hinglish,Phishing,138,True,https://fb-protect-demo.example/reset,fb-protect-demo.example,138,16,0,2,0,0,0,0,14
SD0152,Social Media Account Scams,Instagram Support: Your account is scheduled for permanent deletion due to copyright claim. Appeal here: http://insta-deletealert.example/appeal Helpline: +91-9900112244,English,Phishing,169,True,http://insta-deletealert.example/appeal,insta-deletealert.example,169,18,0,1,0,0,0,12,5
SD0153,Social Media Account Scams,Aapke WhatsApp Business account par naya policy update aaya hai. Accept karein 24 ghante mein: https://wa-bizpolicy.example/accept Sender: AD-WABIZ,Hinglish,Phishing,147,True,https://wa-bizpolicy.example/accept,wa-bizpolicy.example,147,18,0,1,1,0,0,2,13
SD0154,Social Media Account Scams,Your Facebook Page has been flagged for monetization violation. Verify identity to restore: https://fbpage-restore-demo.example/verify Helpline: +91-9822110033,English,Phishing,159,True,https://fbpage-restore-demo.example/verify,fbpage-restore-demo.example,159,16,0,2,2,0,0,12,5
SD0155,Social Media Account Scams,URGENT: Aapka Gmail account suspicious activity ki wajah se lock kiya gaya hai. Unlock karein: http://gmail-unlock-demo.example/unlock,Hinglish,Phishing,134,True,http://gmail-unlock-demo.example/unlock,gmail-unlock-demo.example,134,16,1,1,0,0,0,0,9
SD0156,Social Media Account Scams,Telegram Premium offer expiring! Confirm your subscription to avoid account restriction: https://tg-premium-demo.example/confirm Sender: VM-TGPREMIUM,English,Phishing,149,True,https://tg-premium-demo.example/confirm,tg-premium-demo.example,149,14,0,1,2,1,0,0,15
SD0157,Social Media Account Scams,Aapka LinkedIn profile verification ke bina restrict ho jayega recruiters ke liye. Verify karein: https://linkedin-restrict.example/verify Helpline: +91-9811223399,Hinglish,Phishing,163,True,https://linkedin-restrict.example/verify,linkedin-restrict.example,163,17,0,3,2,0,0,12,5
SD0158,Social Media Account Scams,Snapchat Memories Alert: Your stored memories will be deleted unless you re-confirm storage plan: http://snap-memories-demo.example/confirm Sender: AD-SNAPMEM,English,Phishing,158,True,http://snap-memories-demo.example/confirm,snap-memories-demo.example,158,17,0,0,2,0,0,0,14
SD0159,Social Media Account Scams,Aapka YouTube monetization disable kiya ja raha hai policy violation ki wajah se. Appeal abhi: https://yt-monetize-appeal.example/appeal,Hinglish,Phishing,136,True,https://yt-monetize-appeal.example/appeal,yt-monetize-appeal.example,136,16,0,0,0,0,0,0,4
SD0160,Social Media Account Scams,Your X (Twitter) blue checkmark subscription payment failed. Update billing now: https://x-billing-demo.example/update Helpline: +91-9877665544,English,Phishing,143,True,https://x-billing-demo.example/update,x-billing-demo.example,143,14,1,1,3,0,0,12,5
SD0161,Social Media Account Scams,Aapka Facebook Marketplace account suspicious selling activity ki wajah se block hone wala hai. Verify: http://fbmarket-verify.example/verify Sender: VM-FBMARKET,Hinglish,Phishing,161,True,http://fbmarket-verify.example/verify,fbmarket-verify.example,161,18,0,4,3,0,0,0,15
SD0162,Social Media Account Scams,Discord Security: Unusual login detected from new region. Confirm it was you or your account will be locked: https://discord-secure-demo.example/confirm,English,Phishing,152,True,https://discord-secure-demo.example/confirm,discord-secure-demo.example,152,19,0,1,4,0,0,0,4
SD0163,Gambling/Gaming Scams,"Aapka MPL game account mein Rs.14,500 ka bonus locked hai. Unlock karne ke liye verify karein: https://mpl-bonus-demo.example/unlock Sender: AD-MPLBONUS",Hinglish,Phishing,152,True,https://mpl-bonus-demo.example/unlock,mpl-bonus-demo.example,152,19,0,2,1,0,0,5,17
SD0164,Gambling/Gaming Scams,"BIG WIN ALERT: Your slot machine spin earned Rs.40,000. Withdraw before offer expires: http://slotwin-demo.example/withdraw Helpline: +91-9900778811",English,Phishing,148,True,http://slotwin-demo.example/withdraw,slotwin-demo.example,148,16,1,1,0,0,0,17,15
SD0165,Gambling/Gaming Scams,"Aapko Satta King result ke according Rs.60,000 jeetne ki notification mili hai. Claim form bharein: https://sattaresult-demo.example/claimform",Hinglish,Phishing,142,True,https://sattaresult-demo.example/claimform,sattaresult-demo.example,142,16,0,0,0,0,0,5,5
SD0166,Gambling/Gaming Scams,"Dear Member, your online poker account shows unsettled winnings of Rs.27,800. Settle now: https://pokeraccount-demo.example/settle Sender: VM-POKERSETTLE",English,Phishing,153,True,https://pokeraccount-demo.example/settle,pokeraccount-demo.example,153,16,1,2,0,0,0,5,18
SD0167,Gambling/Gaming Scams,Aapka Rummy Circle wallet verification ke bina freeze ho gaya hai withdrawal ke liye. Verify karein: http://rummycircle-freeze.example/verify,Hinglish,Phishing,141,True,http://rummycircle-freeze.example/verify,rummycircle-freeze.example,141,17,0,3,2,0,0,0,4
SD0168,Gambling/Gaming Scams,Lucky Draw Casino: You've been selected for a free Rs.3000 chip bonus. Claim within 6 hours: https://luckycasino-demo.example/claim Helpline: +91-9811998822,English,Phishing,156,True,https://luckycasino-demo.example/claim,luckycasino-demo.example,156,19,0,1,0,0,0,17,7
SD0169,Gambling/Gaming Scams,Aapke Dream11 referral se Rs.9000 ka bonus aaya hai pending verification. Abhi complete karein: https://dream-referral.example/complete Sender: AD-DREAMREF,Hinglish,Phishing,155,True,https://dream-referral.example/complete,dream-referral.example,155,17,0,1,0,0,0,6,15
SD0170,Gambling/Gaming Scams,"WINNER: Your fantasy football team won the mega contest, prize Rs.85,000 awaiting claim: http://fantasyfootball-prize.example/claim",English,Phishing,131,True,http://fantasyfootball-prize.example/claim,fantasyfootball-prize.example,131,14,0,0,0,0,0,5,8
SD0171,Gambling/Gaming Scams,Aapka online cricket betting account suspend hone wala hai pending KYC ki wajah se. Verify abhi: https://cricbet-kycverify.example/verify Sender: VM-CRICBET,Hinglish,Phishing,156,True,https://cricbet-kycverify.example/verify,cricbet-kycverify.example,156,19,0,6,3,0,0,0,15
SD0172,Gambling/Gaming Scams,Teen Patti Live: Free Rs.1500 joining bonus credited. Login to claim before it expires: https://teenpattilive-demo.example/login Helpline: +91-9822556677,English,Phishing,153,True,https://teenpattilive-demo.example/login,teenpattilive-demo.example,153,17,1,0,2,0,0,16,7
SD0173,Electricity Bill Scams,Aapka solar subsidy bill electricity board mein pending hai. Claim karne ke liye verify karein: https://solarbill-demo.example/verify Sender: AD-SOLARSUBSIDY,Hinglish,Phishing,157,True,https://solarbill-demo.example/verify,solarbill-demo.example,157,18,0,2,2,0,0,0,17
SD0174,Electricity Bill Scams,"Dear Customer, your smart meter installation fee is overdue. Pay Rs.350 to avoid service disruption: http://smartmeter-fee.example/pay Helpline: +91-9900334411",English,Phishing,159,True,http://smartmeter-fee.example/pay,smartmeter-fee.example,159,18,0,0,2,0,0,15,5
SD0175,Electricity Bill Scams,URGENT: PSPCL bill payment bounce hua hai. Turant pay karein avoid disconnection: https://pspcl-bouncepay.example/pay,Hinglish,Phishing,117,True,https://pspcl-bouncepay.example/pay,pspcl-bouncepay.example,117,13,2,1,4,0,0,0,12
SD0176,Electricity Bill Scams,Notice: Your UPPCL account shows excess billing refund of Rs.890. Claim refund here: https://uppcl-refund-demo.example/claim Sender: VM-UPPCLREFUND,English,Phishing,147,True,https://uppcl-refund-demo.example/claim,uppcl-refund-demo.example,147,16,0,5,0,0,0,3,23
SD0177,Electricity Bill Scams,Aapka WBSEDCL connection disconnect hone wala hai aaj raat 10 baje. Abhi bill clear karein: http://wbsedcl-clear.example/clear Helpline: +91-9877223300,Hinglish,Phishing,151,True,http://wbsedcl-clear.example/clear,wbsedcl-clear.example,151,18,1,0,0,0,0,14,10
SD0178,Electricity Bill Scams,"Final Disconnection Notice: Pay your pending dues of Rs.1,780 within 3 hours: https://duespay-final.example/pay Sender: AD-DUESFINAL",English,Phishing,132,True,https://duespay-final.example/pay,duespay-final.example,132,15,1,0,3,0,0,5,17
SD0179,Electricity Bill Scams,Aapke ghar ka electricity meter reading galat upload hui hai. Correction ke liye verify karein: https://meterreading-correct.example/verify,Hinglish,Phishing,139,True,https://meterreading-correct.example/verify,meterreading-correct.example,139,16,0,2,2,0,0,0,2
SD0180,Electricity Bill Scams,Power Grid Maintenance Notice: Avoid disconnection during maintenance by clearing dues now: http://powergrid-maint.example/cleardues Helpline: +91-9811667722,English,Phishing,157,True,http://powergrid-maint.example/cleardues,powergrid-maint.example,157,15,2,0,0,0,0,12,6
SD0181,Lottery/Reward Scams,"CONGRATULATIONS! Aapka number Coca-Cola lucky draw mein select hua hai Rs.8,00,000 prize ke liye. Claim karein: https://cocacola-luckydraw.example/claim Sender: VM-COCALUCKY",Hinglish,Phishing,173,True,https://cocacola-luckydraw.example/claim,cocacola-luckydraw.example,173,19,0,0,0,1,0,6,32
SD0182,Lottery/Reward Scams,You have won a brand new car in the Amazon Prime lucky customer draw! Verify details: http://amazonprime-cardraw.example/verify Helpline: +91-9900556633,English,Phishing,152,True,http://amazonprime-cardraw.example/verify,amazonprime-cardraw.example,152,19,0,2,2,1,0,12,5
SD0183,Lottery/Reward Scams,"Aapko Reliance Jio anniversary offer mein Rs.50,000 cashback mila hai. Abhi claim karein: https://jio-anniversary.example/claim",Hinglish,Phishing,127,True,https://jio-anniversary.example/claim,jio-anniversary.example,127,14,0,0,0,0,0,5,5
SD0184,Lottery/Reward Scams,Notice: Your SIM number has won the international lucky draw worth $5000. Submit details to claim: https://intl-luckydraw-demo.example/submit Sender: AD-INTLDRAW,English,Phishing,161,True,https://intl-luckydraw-demo.example/submit,intl-luckydraw-demo.example,161,19,0,0,0,0,0,4,17
SD0185,Lottery/Reward Scams,"Aapke PAN card par Income Tax department ka refund Rs.45,600 pending hai. Claim karein: http://itrefund-claim-demo.example/claim Helpline: +91-9822667700",Hinglish,Phishing,153,True,http://itrefund-claim-demo.example/claim,itrefund-claim-demo.example,153,17,0,2,0,0,0,17,9
SD0186,Lottery/Reward Scams,"Big Billion Days Winner: You've won a Rs.1,00,000 gift voucher. Confirm shipping address: https://bigbillion-voucher.example/confirm Sender: VM-BIGBILLION",English,Phishing,154,True,https://bigbillion-voucher.example/confirm,bigbillion-voucher.example,154,16,0,1,2,0,0,6,20
SD0187,Lottery/Reward Scams,"Aapka mobile number Vodafone lucky draw mein winner select hua hai Rs.2,50,000 ke liye. Verify karein: https://vodafone-luckywin.example/verify",Hinglish,Phishing,143,True,https://vodafone-luckywin.example/verify,vodafone-luckywin.example,143,17,0,2,2,0,0,6,4
SD0188,Job Scams,"Hiring Alert: Online survey job, fill 10 surveys daily earn Rs.3000. Register now: https://surveyjobs-demo.example/register Sender: AD-SURVEYJOB",English,Phishing,144,True,https://surveyjobs-demo.example/register,surveyjobs-demo.example,144,16,1,0,2,0,0,6,17
SD0189,Job Scams,Aapko ek international company se remote job offer mila hai $1500/month salary ke saath. Apply karein: http://remotejob-intl.example/apply Helpline: +91-9811334422,Hinglish,Phishing,163,True,http://remotejob-intl.example/apply,remotejob-intl.example,163,19,0,0,2,0,0,16,3
SD0190,Job Scams,"Dear Candidate, congratulations on clearing the first round. Pay processing fee Rs.999 to proceed: https://processfee-job.example/pay Sender: VM-JOBPROCESS",English,Phishing,155,True,https://processfee-job.example/pay,processfee-job.example,155,17,0,0,2,0,0,3,17
SD0191,Job Scams,Naukri.com se aapka profile shortlist hua hai HR round ke liye. Confirm slot abhi: https://naukrishortlist-demo.example/confirm,Hinglish,Phishing,127,True,https://naukrishortlist-demo.example/confirm,naukrishortlist-demo.example,127,15,0,0,2,0,0,0,4
SD0192,Job Scams,"Urgent Hiring: Customer support executive needed, work 4hrs/day, earn Rs.25000/month. Apply: http://csexecutive-job.example/apply Helpline: +91-9900778899",English,Phishing,154,True,http://csexecutive-job.example/apply,csexecutive-job.example,154,14,1,0,2,0,0,18,6
SD0193,Credit Card/Loan Scams,"Aapka HDFC personal loan pre-approved hai Rs.4,00,000 tak. Sirf Aadhaar se apply karein: https://hdfcloan-preapproved.example/apply Sender: AD-HDFCLOAN",Hinglish,Phishing,151,True,https://hdfcloan-preapproved.example/apply,hdfcloan-preapproved.example,151,16,0,0,2,0,0,6,19
SD0194,Credit Card/Loan Scams,Your Axis Bank credit card reward points worth Rs.5000 are expiring today. Redeem now: http://axisrewards-demo.example/redeem Helpline: +91-9822334488,English,Phishing,150,True,http://axisrewards-demo.example/redeem,axisrewards-demo.example,150,17,2,1,0,0,0,16,6
SD0195,Credit Card/Loan Scams,Aapke business ke liye instant business loan Rs.10 Lakh tak approved hai bina collateral. Apply: https://bizloan-instant.example/apply,Hinglish,Phishing,134,True,https://bizloan-instant.example/apply,bizloan-instant.example,134,16,0,0,2,0,0,2,4
SD0196,Credit Card/Loan Scams,NOTICE: Your Kotak credit card has been flagged for unusual transaction. Verify to unblock: https://kotakflag-demo.example/verify Sender: VM-KOTAKFLAG,English,Phishing,150,True,https://kotakflag-demo.example/verify,kotakflag-demo.example,150,17,0,2,2,0,0,0,21
SD0197,Credit Card/Loan Scams,Aapka student education loan application approve ho gaya hai Rs.8 Lakh ke liye. Confirm karein: http://eduloan-approved.example/confirm Helpline: +91-9877001199,Hinglish,Phishing,160,True,http://eduloan-approved.example/confirm,eduloan-approved.example,160,18,0,0,2,0,0,13,5
SD0198,SIM/KYC Scams,Aapka Jio number ka KYC document mismatch hua hai. 24 ghante mein verify karein varna number band hoga: https://jiokyc-mismatch.example/verify Sender: AD-JIOMISMATCH,Hinglish,Phishing,165,True,https://jiokyc-mismatch.example/verify,jiokyc-mismatch.example,165,21,0,4,2,0,0,2,19
SD0199,SIM/KYC Scams,Department of Telecom Notice: Your SIM is linked to a fraud case. Verify innocence within 12 hours: http://dot-fraudnotice.example/verify Helpline: +91-9900112255,English,Phishing,162,True,http://dot-fraudnotice.example/verify,dot-fraudnotice.example,162,20,0,2,2,0,0,14,9
SD0200,SIM/KYC Scams,Aapke 5G SIM upgrade ke liye KYC verification zaroori hai. Abhi complete karein: https://5gsim-kycupgrade.example/complete Sender: VM-5GUPGRADE,Hinglish,Phishing,143,True,https://5gsim-kycupgrade.example/complete,5gsim-kycupgrade.example,143,16,0,3,0,0,0,3,20
