SMS_Text,Language,Label
"आपके रिटर्न पैकेज का पिकअप पूरा हो गया है। https://portal.example/status यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
"ऑर्डर पैक होकर डिस्पैच के लिए तैयार है। धन्यवाद। https://service.example/receipt संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Legitimate
"आपकी डिलीवरी स्थिति [REF_ID] के लिए अपडेट की गई है। ग्राहक सेवा विवरण आपके खाते में उपलब्ध है. यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Legitimate
"अपडेट: आपके कूरियर पिकअप की पुष्टि हो गई है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"आपका रिटर्न पैकेज स्थानीय केंद्र को प्राप्त हो गया है। सूचना क्रमांक HIN-01. यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
"आपका पार्सल [REF_ID] डिलीवरी के लिए निकल चुका है। यह सूचना आपके अनुरोध के संदर्भ में है. संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Legitimate
आपका पैकेज स्थानीय डिलीवरी केंद्र पर पहुंच गया है। सेवा स्थिति आपके आधिकारिक खाते में भी दिखाई दे सकती है.,Hindi,Legitimate
"आपके अनुरोध के लिए सूचना: आपका ऑर्डर आज डिलीवर होने की उम्मीद है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"अपडेट: आपके आवेदन [REF_ID] को भर्ती टीम ने प्राप्त कर लिया है। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
"इंटरव्यू के लिए आपका स्लॉट [DATE] को [TIME] पर निर्धारित है। https://service.example/receipt संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Legitimate
"आपकी प्रोफाइल को अगले भर्ती चरण के लिए भेजा गया है। https://track.example/order यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Legitimate
"आपके आवेदन की स्थिति कंपनी के भर्ती पोर्टल पर अपडेट हुई है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"आपका ऑनलाइन टेस्ट [DATE] तक पूरा किया जाना है। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
"भर्ती टीम ने आपके रिज्यूमे की समीक्षा दर्ज की है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Legitimate
"अपडेट: आपका इंटरव्यू आमंत्रण आधिकारिक भर्ती पोर्टल में उपलब्ध है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Legitimate
"आपके आवेदन के लिए दस्तावेज जमा करने की रसीद उपलब्ध है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"आपकी जॉब एप्लीकेशन ID [APPLICATION_ID] सफलतापूर्वक बनाई गई है। धन्यवाद। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
"आपकी भर्ती प्रक्रिया के अगले चरण की सूचना ईमेल पर भेजी गई है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Legitimate
"आपके आवेदन [REF_ID] को भर्ती टीम ने प्राप्त कर लिया है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Legitimate
"आपके अनुरोध के लिए सूचना: इंटरव्यू के लिए आपका स्लॉट [DATE] को [TIME] पर निर्धारित है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"अपडेट: आपकी प्रोफाइल को अगले भर्ती चरण के लिए भेजा गया है। https://portal.example/status यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
"आपके आवेदन की स्थिति कंपनी के भर्ती पोर्टल पर अपडेट हुई है। https://service.example/receipt संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Legitimate
आपका ऑनलाइन टेस्ट [DATE] तक पूरा किया जाना है। सेवा स्थिति आपके आधिकारिक खाते में भी दिखाई दे सकती है.,Hindi,Legitimate
"भर्ती टीम ने आपके रिज्यूमे की समीक्षा दर्ज की है। कृपया संदर्भ संख्या सुरक्षित रखें. यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"आपका इंटरव्यू आमंत्रण आधिकारिक भर्ती पोर्टल में उपलब्ध है। धन्यवाद। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
आपके आवेदन के लिए दस्तावेज जमा करने की रसीद उपलब्ध है। अनुरोध की स्थिति जांचने के लिए आधिकारिक चैनल का उपयोग करें.,Hindi,Legitimate
"अपडेट: आपकी जॉब एप्लीकेशन ID [APPLICATION_ID] सफलतापूर्वक बनाई गई है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Legitimate
आपकी भर्ती प्रक्रिया के अगले चरण की सूचना ईमेल पर भेजी गई है। इस सूचना को रिकॉर्ड के लिए सुरक्षित रख सकते हैं.,Hindi,Legitimate
"आपके आवेदन [REF_ID] को भर्ती टीम ने प्राप्त कर लिया है। सूचना क्रमांक HIN-01. यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
इंटरव्यू के लिए आपका स्लॉट [DATE] को [TIME] पर निर्धारित है। https://service.example/receipt यह सूचना आपके अनुरोध के संदर्भ में है.,Hindi,Legitimate
"आपके अनुरोध के लिए सूचना: आपकी प्रोफाइल को अगले भर्ती चरण के लिए भेजा गया है। https://track.example/order यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Legitimate
"अपडेट: आपका लोन आवेदन [APPLICATION_ID] प्राप्त हो गया है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"आपके ऋण आवेदन की स्थिति आधिकारिक खाते में अपडेट हुई है। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
"आपके वित्तीय सेवा अनुरोध की समीक्षा शुरू हो गई है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Legitimate
"आपके लोन आवेदन के लिए दस्तावेज प्राप्त हो गए हैं। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Legitimate
"आपकी EMI राशि ₹7,500 की भुगतान रसीद उपलब्ध है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Legitimate
"आपके ऋण खाते में ₹3,499 का भुगतान सफल रहा। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Legitimate
