Sample_ID,SMS_Text,Language,Script,Label,Scam_Category,URL,Sender_Type,Source_Type,Source,Notes
HIN-L-0348,"आपके अनुरोध के लिए सूचना: ₹1,240 की UPI राशि आपके खाते में प्राप्त हुई है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari + English code-switching,Legitimate,UPI / Digital Payments,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0349,"अपडेट: UPI भुगतान असफल रहा; डेबिट हुई राशि बैंक प्रक्रिया के अनुसार वापस की जाएगी। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0350,"आपका UPI रिफंड ₹499 खाते में जमा कर दिया गया है। https://service.example/receipt संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,https://service.example/receipt,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0351,"UPI ऑटो-पे से ₹349 का निर्धारित भुगतान पूरा हुआ। https://track.example/order यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,https://track.example/order,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0352,"आपका UPI ट्रांजैक्शन [TXN_ID] सफलतापूर्वक पूरा हो गया है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,https://official.example/app,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0353,"मोबाइल रिचार्ज के लिए UPI से ₹249 का भुगतान सफल रहा। धन्यवाद। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0354,"बिजली बिल का ₹1,240 भुगतान UPI के माध्यम से प्राप्त हुआ। यह सूचना आपके अनुरोध के संदर्भ में है. संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari + English code-switching,Legitimate,UPI / Digital Payments,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0355,"अपडेट: आपकी UPI भुगतान रसीद आधिकारिक ऐप में उपलब्ध है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0356,"नए UPI लाभार्थी के पंजीकरण का अनुरोध दर्ज हो गया है। कृपया संदर्भ संख्या सुरक्षित रखें. यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0357,आपका UPI भुगतान ₹850 का XYZ को सफलतापूर्वक पूरा हुआ। ट्रांजैक्शन [TXN_ID] है। यह संदेश सेवा प्रक्रिया की जानकारी देता है.,Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0358,"₹1,240 की UPI राशि आपके खाते में प्राप्त हुई है। अनुरोध की स्थिति जांचने के लिए आधिकारिक चैनल का उपयोग करें.",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0359,"आपके अनुरोध के लिए सूचना: UPI भुगतान असफल रहा; डेबिट हुई राशि बैंक प्रक्रिया के अनुसार वापस की जाएगी। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0360,"आपका UPI रिफंड ₹499 खाते में जमा कर दिया गया है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari + English code-switching,Legitimate,UPI / Digital Payments,https://official.example/app,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0361,"अपडेट: UPI ऑटो-पे से ₹349 का निर्धारित भुगतान पूरा हुआ। https://portal.example/status यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,https://portal.example/status,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0362,"आपका UPI ट्रांजैक्शन [TXN_ID] सफलतापूर्वक पूरा हो गया है। https://service.example/receipt यह सूचना आपके अनुरोध के संदर्भ में है. संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,https://service.example/receipt,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0363,"मोबाइल रिचार्ज के लिए UPI से ₹249 का भुगतान सफल रहा। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0364,"बिजली बिल का ₹1,240 भुगतान UPI के माध्यम से प्राप्त हुआ। कृपया संदर्भ संख्या सुरक्षित रखें. यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0365,"आपकी UPI भुगतान रसीद आधिकारिक ऐप में उपलब्ध है। यह संदेश सेवा प्रक्रिया की जानकारी देता है. यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0366,नए UPI लाभार्थी के पंजीकरण का अनुरोध दर्ज हो गया है। अनुरोध की स्थिति जांचने के लिए आधिकारिक चैनल का उपयोग करें.,Hindi,Devanagari + English code-switching,Legitimate,UPI / Digital Payments,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0367,अपडेट: आपका UPI भुगतान ₹850 का XYZ को सफलतापूर्वक पूरा हुआ। ट्रांजैक्शन [TXN_ID] है। ग्राहक सेवा विवरण आपके खाते में उपलब्ध है.,Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0368,"₹1,240 की UPI राशि आपके खाते में प्राप्त हुई है। इस सूचना को रिकॉर्ड के लिए सुरक्षित रख सकते हैं.",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0369,"UPI भुगतान असफल रहा; डेबिट हुई राशि बैंक प्रक्रिया के अनुसार वापस की जाएगी। धन्यवाद। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0370,"आपके अनुरोध के लिए सूचना: आपका UPI रिफंड ₹499 खाते में जमा कर दिया गया है। https://service.example/receipt संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,UPI / Digital Payments,https://service.example/receipt,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0371,UPI ऑटो-पे से ₹349 का निर्धारित भुगतान पूरा हुआ। https://track.example/order सेवा स्थिति आपके आधिकारिक खाते में भी दिखाई दे सकती है.,Hindi,Devanagari,Legitimate,UPI / Digital Payments,https://track.example/order,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0372,"आपका UPI ट्रांजैक्शन [TXN_ID] सफलतापूर्वक पूरा हो गया है। https://official.example/app कृपया संदर्भ संख्या सुरक्षित रखें. यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari + English code-switching,Legitimate,UPI / Digital Payments,https://official.example/app,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0373,"अपडेट: आपका लॉगिन OTP [OTP] है। इसे किसी के साथ साझा न करें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,OTP / Account Takeover,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0374,"मोबाइल नंबर सत्यापन के लिए OTP [OTP] है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,OTP / Account Takeover,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0375,"नए लाभार्थी को जोड़ने के लिए OTP [OTP] आवश्यक है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,OTP / Account Takeover,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0376,"आपके बैंक सेवा अनुरोध का सत्यापन OTP [OTP] है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,OTP / Account Takeover,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0377,"ऑनलाइन भुगतान की पुष्टि के लिए OTP [OTP] है। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,OTP / Account Takeover,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0378,"आपके खाते का पासवर्ड सफलतापूर्वक बदला गया है। यह सूचना आपके अनुरोध के संदर्भ में है. संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari + English code-switching,Legitimate,OTP / Account Takeover,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0379,"अपडेट: नया डिवाइस आपके खाते में सफलतापूर्वक जोड़ा गया है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,OTP / Account Takeover,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0380,"Aapka खाता रिकवरी अनुरोध [REF_ID] के रूप में दर्ज हुआ है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Romanized Hindi / Hinglish,Legitimate,OTP / Account Takeover,https://official.example/app,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
