SMS_Text,target,language
आपके खाते में संदिग्ध activity मिली है। सेवा बंद होने से पहले identity confirm करें। Thank you. https://service.example/check,1,Hindi
सुरक्षा जांच पूरी नहीं होने पर आपका card अस्थायी रूप से बंद हो सकता है। Thank you.,1,Hindi
आपका loan आवेदन स्वीकृत बताया गया है। राशि जारी करने के लिए मांगी गई जानकारी भेजें।,1,Hindi
आपके कार्ड भुगतान की पुष्टि नहीं हो सकी। कार्ड चालू रखने के लिए account details दोबारा दें। https://service.example/check,1,Hindi
Update: आपका loan आवेदन स्वीकृत बताया गया है। राशि जारी करने के लिए मांगी गई जानकारी भेजें।,1,Hindi
Update: इंटरव्यू slot confirm करने से पहले आपके job application का final verification जरूरी है।,1,Hindi
आपकी subscription payment असफल हुई है। सेवा बंद होने से पहले card details verify करें। Please check the app for details.,1,Hindi
बिजली बिल की पुष्टि न होने के कारण आपका connection बंद किया जा सकता है।,1,Hindi
आप work-from-home job के लिए shortlist हुए हैं। joining पूरी करने के लिए registration amount जमा करें। Thank you.,1,Hindi
बिजली बिल की पुष्टि न होने के कारण आपका connection बंद किया जा सकता है। Service details are available in your account.,1,Hindi
Update: आपकी subscription payment असफल हुई है। सेवा बंद होने से पहले card details verify करें। कृपया इस पुष्टि को अपने रिकॉर्ड के लिए रखें।,1,Hindi
सुरक्षा जांच पूरी नहीं होने पर आपका card अस्थायी रूप से बंद हो सकता है। | Service update,1,Hindi
Update: आपका insurance claim beneficiary details की पुष्टि के बिना आगे नहीं बढ़ सकता। Please use the official app.,1,Hindi
SMS: आपकी subscription payment असफल हुई है। सेवा बंद होने से पहले card details verify करें।,1,Hindi
Update: अज्ञात device से account recovery request मिली है। तुरंत अपनी पहचान confirm करें।,1,Hindi
आपका parcel delivery address verify न होने के कारण रोक दिया गया है। पता confirm करें। https://service.example/check,1,Hindi
आपका refund जारी होने की प्रतीक्षा में है। राशि पाने के लिए मांगी गई account details दें। Please check the app for details.,1,Hindi
आप work-from-home job के लिए shortlist हुए हैं। joining पूरी करने के लिए registration amount जमा करें। https://service.example/check,1,Hindi
SMS: आपकी subscription payment असफल हुई है। सेवा बंद होने से पहले card details verify करें। यह अपडेट आपके सेवा रिकॉर्ड में भी उपलब्ध है।,1,Hindi
आपकी UPI सेवा रोक दी गई है। आगे भुगतान करने के लिए verification पूरा करें। Please check the app for details.,1,Hindi
आपकी UPI सेवा रोक दी गई है। आगे भुगतान करने के लिए verification पूरा करें। | Service update https://service.example/check,1,Hindi
Update: आपका loan आवेदन स्वीकृत बताया गया है। राशि जारी करने के लिए मांगी गई जानकारी भेजें। यह अपडेट आपके सेवा रिकॉर्ड में भी उपलब्ध है।,1,Hindi
आपका parcel delivery address verify न होने के कारण रोक दिया गया है। पता confirm करें। कृपया इस पुष्टि को अपने रिकॉर्ड के लिए रखें।,1,Hindi
आपका insurance claim beneficiary details की पुष्टि के बिना आगे नहीं बढ़ सकता। Please use the official app.,1,Hindi
SMS: आपके mobile number की KYC फिर से करनी है। सेवा चालू रखने के लिए आज verification करें। https://service.example/check,1,Hindi
अज्ञात device से account recovery request मिली है। तुरंत अपनी पहचान confirm करें। कृपया इस पुष्टि को अपने रिकॉर्ड के लिए रखें।,1,Hindi
Update: इंटरव्यू slot confirm करने से पहले आपके job application का final verification जरूरी है। यही जानकारी आपके आधिकारिक खाते में भी देखी जा सकती है।,1,Hindi
बिजली बिल की पुष्टि न होने के कारण आपका connection बंद किया जा सकता है। यह अपडेट आपके सेवा रिकॉर्ड में भी उपलब्ध है।,1,Hindi
SMS: आपका reward तैयार है। cashback प्राप्त करने के लिए verification पूरा करें। https://service.example/check,1,Hindi
आपका KYC expire हो गया है। बैंकिंग सुविधा बंद होने से पहले जानकारी अपडेट करें।,1,Hindi
आपका refund जारी होने की प्रतीक्षा में है। राशि पाने के लिए मांगी गई account details दें। Service details are available in your account.,1,Hindi
SMS: आप work-from-home job के लिए shortlist हुए हैं। joining पूरी करने के लिए registration amount जमा करें। https://service.example/check,1,Hindi
आपके खाते में संदिग्ध activity मिली है। सेवा बंद होने से पहले identity confirm करें। Thank you. https://service.example/check यही जानकारी आपके आधिकारिक खाते में भी देखी जा सकती है।,1,Hindi
सुरक्षा जांच पूरी नहीं होने पर आपका card अस्थायी रूप से बंद हो सकता है। https://service.example/check,1,Hindi
बिजली बिल की पुष्टि न होने के कारण आपका connection बंद किया जा सकता है। कृपया इस पुष्टि को अपने रिकॉर्ड के लिए रखें।,1,Hindi
सरकारी लाभ के लिए आपका verification लंबित है। आवेदन बंद होने से पहले विवरण confirm करें। https://service.example/check,1,Hindi
आपका KYC expire हो गया है। बैंकिंग सुविधा बंद होने से पहले जानकारी अपडेट करें। For your records. https://service.example/check,1,Hindi
आपका बैंक खाता आज बंद किया जा सकता है क्योंकि KYC अभी लंबित है। तुरंत विवरण verify करें। Please use the official app.,1,Hindi
सरकारी लाभ के लिए आपका verification लंबित है। आवेदन बंद होने से पहले विवरण confirm करें। Please check the app for details. https://service.example/check,1,Hindi
आपका KYC expire हो गया है। बैंकिंग सुविधा बंद होने से पहले जानकारी अपडेट करें। | Service update,1,Hindi
"Update: ₹7,500 recharge ಯಶಸ್ವಿಯಾಗಿದೆ. ನಿಮ್ಮ plan 21 Augustರವರೆಗೆ active ಇದೆ. https://service.example/check",0,Kannada
ನಿಮ್ಮ reward points balance update ಆಗಿದೆ. For your records.,0,Kannada
ನಿಮ್ಮ KYC update request ಸ್ವೀಕರಿಸಲಾಗಿದೆ — Review ನಂತರ status ನೋಡಬಹುದು. https://service.example/check,0,Kannada
"ನಿಮ್ಮ broadband bill ₹3,499 ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ.",0,Kannada
ನಿಮ್ಮ subscription renewal ಯಶಸ್ವಿಯಾಗಿ process ಆಗಿದೆ.,0,Kannada
ಈ ತಿಂಗಳ account statement ಅಧಿಕೃತ banking appನಲ್ಲಿ ಲಭ್ಯವಿದೆ. Thank you.,0,Kannada
"ನಿಮ್ಮ ಖಾತೆಗೆ ₹1,999 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು. Please check the app for details.",0,Kannada
ನಿಮ್ಮ parcel Swiggyನಿಂದ dispatch ಆಗಿದೆ. Delivery 25 Augustರವರೆಗೆ ನಿರೀಕ್ಷಿಸಲಾಗಿದೆ.,0,Kannada
Electricity bill ₹499 payment ಯಶಸ್ವಿಯಾಗಿದೆ — Receipt portalನಲ್ಲಿ ಲಭ್ಯವಿದೆ.,0,Kannada
Insurance premium ₹850 ಯಶಸ್ವಿಯಾಗಿ ಸ್ವೀಕರಿಸಲಾಗಿದೆ — Policy details appನಲ್ಲಿ ಲಭ್ಯವಿದೆ.,0,Kannada
SMS: ನಿಮ್ಮ ₹499 refund ಮೂಲ payment methodಗೆ ಜಮೆಯಾಗಿದೆ. https://service.example/check,0,Kannada
Government service application TXN8472 ಸ್ವೀಕರಿಸಲಾಗಿದೆ ಮತ್ತು reviewನಲ್ಲಿದೆ.,0,Kannada
"Update: Electricity bill ₹7,500 payment ಯಶಸ್ವಿಯಾಗಿದೆ. Receipt portalನಲ್ಲಿ ಲಭ್ಯವಿದೆ.",0,Kannada
ನಿಮ್ಮ document DigiLockerನಲ್ಲಿ ನೋಡಲು ಲಭ್ಯವಿದೆ.,0,Kannada
"ನಿಮ್ಮ cardನಿಂದ Flipkartಗೆ ₹7,500 payment ಯಶಸ್ವಿಯಾಗಿದೆ. | Today",0,Kannada
"ನಿಮ್ಮ ₹7,500 refund ಮೂಲ payment methodಗೆ ಜಮೆಯಾಗಿದೆ. For your records. https://service.example/check",0,Kannada
SMS: Bank branch appointment 16 Augustರಂದು 5:45 PMಕ್ಕೆ confirmed ಆಗಿದೆ. https://service.example/check,0,Kannada
"Update: ನಿಮ್ಮ ಖಾತೆಗೆ ₹7,500 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು. https://service.example/check",0,Kannada
ನಿಮ್ಮ broadband bill ₹499 ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ. Thank you. Please use the official app.,0,Kannada
ನಿಮ್ಮ ಖಾತೆಗೆ ₹499 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು.,0,Kannada
Return pickup 18 Augustಕ್ಕೆ scheduled ಆಗಿದೆ. Please check the app for details. https://service.example/check,0,Kannada
ನಿಮ್ಮ interview 21 Augustರಂದು 5:45 PMಕ್ಕೆ scheduled ಆಗಿದೆ.,0,Kannada
Insurance premium ₹850 ಯಶಸ್ವಿಯಾಗಿ ಸ್ವೀಕರಿಸಲಾಗಿದೆ. Policy details appನಲ್ಲಿ ಲಭ್ಯವಿದೆ. | Service update,0,Kannada
"ನಿಮ್ಮ ಖಾತೆಗೆ ₹1,240 ಜಮೆಯಾಗಿದೆ — ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು.",0,Kannada
ನಿಮ್ಮ broadband bill ₹249 ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ. Thank you.,0,Kannada
₹199 UPI ಪಾವತಿ Zomatoಗೆ ಯಶಸ್ವಿಯಾಗಿದೆ. ಉಲ್ಲೇಖ APP7045. Thank you.,0,Kannada
"Update: ನಿಮ್ಮ broadband bill ₹1,240 ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ. https://service.example/check",0,Kannada
"ನಿಮ್ಮ cardನಿಂದ Amazonಗೆ ₹1,240 payment ಯಶಸ್ವಿಯಾಗಿದೆ. https://service.example/check",0,Kannada
SMS: ನಿಮ್ಮ subscription renewal ಯಶಸ್ವಿಯಾಗಿ process ಆಗಿದೆ.,0,Kannada
ನಿಮ್ಮ interview 25 Augustರಂದು 11:30 AMಕ್ಕೆ scheduled ಆಗಿದೆ.,0,Kannada
ನಿಮ್ಮ KYC update request ಸ್ವೀಕರಿಸಲಾಗಿದೆ. Review ನಂತರ status ನೋಡಬಹುದು. For your records.,0,Kannada
ನಿಮ್ಮ subscription renewal ಯಶಸ್ವಿಯಾಗಿ process ಆಗಿದೆ. Please check the app for details.,0,Kannada
Insurance premium ₹249 ಯಶಸ್ವಿಯಾಗಿ ಸ್ವೀಕರಿಸಲಾಗಿದೆ. Policy details appನಲ್ಲಿ ಲಭ್ಯವಿದೆ. For your records.,0,Kannada
ನಿಮ್ಮ ಖಾತೆಗೆ ₹499 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು. ಈ confirmation ಅನ್ನು ನಿಮ್ಮ recordsಗಾಗಿ ಉಳಿಸಿ.,0,Kannada
₹499 recharge ಯಶಸ್ವಿಯಾಗಿದೆ. ನಿಮ್ಮ plan 21 Augustರವರೆಗೆ active ಇದೆ. https://service.example/check,0,Kannada
ನಿಮ್ಮ KYC update request ಸ್ವೀಕರಿಸಲಾಗಿದೆ. Review ನಂತರ status ನೋಡಬಹುದು. For your records. ಈ update ನಿಮ್ಮ service recordನಲ್ಲೂ ಲಭ್ಯವಿದೆ.,0,Kannada
ಹೊಸ device login ಯಶಸ್ವಿಯಾಗಿ confirm ಆಗಿದೆ — https://service.example/check,0,Kannada
ಹೊಸ device login ಯಶಸ್ವಿಯಾಗಿ confirm ಆಗಿದೆ. Service details are available in your account.,0,Kannada
"₹3,499 recharge ಯಶಸ್ವಿಯಾಗಿದೆ. ನಿಮ್ಮ plan 21 Augustರವರೆಗೆ active ಇದೆ. Please check the app for details. https://service.example/check",0,Kannada
"ನಿಮ್ಮ ₹3,499 EMI ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ. Service details are available in your account. Please use the official app.",0,Kannada
ನಿಮ್ಮ reward points balance update ಆಗಿದೆ. | Service update Please use the official app.,0,Kannada
"ನಿಮ್ಮ cardನಿಂದ Swiggyಗೆ ₹7,500 payment ಯಶಸ್ವಿಯಾಗಿದೆ. Please check the app for details. https://service.example/check",0,Kannada
SMS: ನಿಮ್ಮ ₹850 EMI ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ.,0,Kannada
ನಿಮ್ಮ reward points balance update ಆಗಿದೆ.,0,Kannada
"ನಿಮ್ಮ broadband bill ₹7,500 ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ. https://service.example/check",0,Kannada
ನಿಮ್ಮ KYC update request ಸ್ವೀಕರಿಸಲಾಗಿದೆ. Review ನಂತರ status ನೋಡಬಹುದು. For your records. ಈ confirmation ಅನ್ನು ನಿಮ್ಮ recordsಗಾಗಿ ಉಳಿಸಿ.,0,Kannada
ನಿಮ್ಮ ₹499 EMI ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ.,0,Kannada
Bank branch appointment 21 Augustರಂದು 2:10 PMಕ್ಕೆ confirmed ಆಗಿದೆ. Service details are available in your account.,0,Kannada
Update: ಈ ತಿಂಗಳ account statement ಅಧಿಕೃತ banking appನಲ್ಲಿ ಲಭ್ಯವಿದೆ.,0,Kannada
ನಿಮ್ಮ parcel Amazonನಿಂದ dispatch ಆಗಿದೆ. Delivery 25 Augustರವರೆಗೆ ನಿರೀಕ್ಷಿಸಲಾಗಿದೆ. Thank you.,0,Kannada
ಈ ತಿಂಗಳ account statement ಅಧಿಕೃತ banking appನಲ್ಲಿ ಲಭ್ಯವಿದೆ. https://service.example/check,0,Kannada
Update: Bank branch appointment 18 Augustರಂದು 2:10 PMಕ್ಕೆ confirmed ಆಗಿದೆ.,0,Kannada
Return pickup 18 Augustಕ್ಕೆ scheduled ಆಗಿದೆ. | Today https://service.example/check,0,Kannada
₹499 UPI ಪಾವತಿ Airtelಗೆ ಯಶಸ್ವಿಯಾಗಿದೆ. ಉಲ್ಲೇಖ APP7045. Please check the app for details.,0,Kannada
"Insurance premium ₹3,499 ಯಶಸ್ವಿಯಾಗಿ ಸ್ವೀಕರಿಸಲಾಗಿದೆ. Policy details appನಲ್ಲಿ ಲಭ್ಯವಿದೆ. Please check the app for details.",0,Kannada
"SMS: ನಿಮ್ಮ ಖಾತೆಗೆ ₹7,500 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು. Please use the official app.",0,Kannada
ನಿಮ್ಮ ₹249 refund ಮೂಲ payment methodಗೆ ಜಮೆಯಾಗಿದೆ. Thank you.,0,Kannada
ನಿಮ್ಮ interview 25 Augustರಂದು 11:30 AMಕ್ಕೆ scheduled ಆಗಿದೆ. ಈ confirmation ಅನ್ನು ನಿಮ್ಮ recordsಗಾಗಿ ಉಳಿಸಿ.,0,Kannada
SMS: ನಿಮ್ಮ document DigiLockerನಲ್ಲಿ ನೋಡಲು ಲಭ್ಯವಿದೆ.,0,Kannada
ಈ ತಿಂಗಳ account statement ಅಧಿಕೃತ banking appನಲ್ಲಿ ಲಭ್ಯವಿದೆ.,0,Kannada
ನಿಮ್ಮ subscription renewal ಯಶಸ್ವಿಯಾಗಿ process ಆಗಿದೆ. ಈ confirmation ಅನ್ನು ನಿಮ್ಮ recordsಗಾಗಿ ಉಳಿಸಿ.,0,Kannada
ನಿಮ್ಮ ₹249 refund ಮೂಲ payment methodಗೆ ಜಮೆಯಾಗಿದೆ. Thank you. ಇದೇ ಮಾಹಿತಿಯನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲೂ ನೋಡಬಹುದು.,0,Kannada
ನಿಮ್ಮ cardನಿಂದ Swiggyಗೆ ₹499 payment ಯಶಸ್ವಿಯಾಗಿದೆ. Please check the app for details.,0,Kannada
ಈ ತಿಂಗಳ account statement ಅಧಿಕೃತ banking appನಲ್ಲಿ ಲಭ್ಯವಿದೆ —,0,Kannada
ನಿಮ್ಮ broadband bill ₹499 ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ. Thank you.,0,Kannada
ನಿಮ್ಮ ಖಾತೆಗೆ ₹199 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು. Please check the app for details. https://service.example/check,0,Kannada
"₹1,999 UPI ಪಾವತಿ Zomatoಗೆ ಯಶಸ್ವಿಯಾಗಿದೆ. ಉಲ್ಲೇಖ TXN8472.",0,Kannada
"ನಿಮ್ಮ ಖಾತೆಗೆ ₹1,999 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು. Thank you. Please use the official app.",0,Kannada
₹499 recharge ಯಶಸ್ವಿಯಾಗಿದೆ. ನಿಮ್ಮ plan 25 Augustರವರೆಗೆ active ಇದೆ. | Today https://service.example/check,0,Kannada
"Update: ನಿಮ್ಮ ₹1,999 EMI ಯಶಸ್ವಿಯಾಗಿ ಪಾವತಿಸಲಾಗಿದೆ.",0,Kannada
"Insurance premium ₹1,240 ಯಶಸ್ವಿಯಾಗಿ ಸ್ವೀಕರಿಸಲಾಗಿದೆ. Policy details appನಲ್ಲಿ ಲಭ್ಯವಿದೆ. https://service.example/check",0,Kannada
Electricity bill ₹850 payment ಯಶಸ್ವಿಯಾಗಿದೆ. Receipt portalನಲ್ಲಿ ಲಭ್ಯವಿದೆ.,0,Kannada
Bank branch appointment 25 Augustರಂದು 5:45 PMಕ್ಕೆ confirmed ಆಗಿದೆ.,0,Kannada
"ನಿಮ್ಮ ಖಾತೆಗೆ ₹3,499 ಜಮೆಯಾಗಿದೆ. ಬ್ಯಾಲೆನ್ಸ್ ಅನ್ನು ಅಧಿಕೃತ banking appನಲ್ಲಿ ನೋಡಬಹುದು.",0,Kannada
Update: ನಿಮ್ಮ reward points balance update ಆಗಿದೆ. https://service.example/check,0,Kannada
Refund pending ಇದೆ. Amount ಪಡೆಯಲು ಕೇಳಿದ account details share ಮಾಡಿ.,1,Kannada
Insurance claim beneficiary details confirm ಆಗುವವರೆಗೆ process ಆಗುವುದಿಲ್ಲ.,1,Kannada
Update: UPI refund release ಆಗಿಲ್ಲ. Payment details submit ಮಾಡಿ process complete ಮಾಡಿ. https://service.example/check,1,Kannada
"ನಿಮ್ಮ bank account ಇಂದು suspend ಆಗಬಹುದು, KYC pending ಇದೆ. ದಯವಿಟ್ಟು ತಕ್ಷಣ verify ಮಾಡಿ. For your records.",1,Kannada
Reward ready ಇದೆ. Cashback ಪಡೆಯಲು verification complete ಮಾಡಿ.,1,Kannada
Refund pending ಇದೆ. Amount ಪಡೆಯಲು ಕೇಳಿದ account details share ಮಾಡಿ. For your records. Please use the official app.,1,Kannada
SMS: Subscription payment fail ಆಗಿದೆ. Cancellation ತಪ್ಪಿಸಲು card information verify ಮಾಡಿ. Please use the official app.,1,Kannada
ನಿಮ್ಮ UPI service holdನಲ್ಲಿದೆ. Payment ಮುಂದುವರಿಸಲು verification complete ಮಾಡಿ. | Service update Please use the official app.,1,Kannada
"Parcel address verify ಆಗಿಲ್ಲ, ಆದ್ದರಿಂದ delivery holdನಲ್ಲಿದೆ. Address confirm ಮಾಡಿ.",1,Kannada
"Update: Electricity connection suspend ಆಗಬಹುದು, latest bill verify ಆಗಿಲ್ಲ.",1,Kannada
UPI refund release ಆಗಿಲ್ಲ — Payment details submit ಮಾಡಿ process complete ಮಾಡಿ.,1,Kannada
Refund pending ಇದೆ. Amount ಪಡೆಯಲು ಕೇಳಿದ account details share ಮಾಡಿ. https://service.example/check,1,Kannada
ನಿಮ್ಮನ್ನು work-from-home jobಗೆ shortlist ಮಾಡಲಾಗಿದೆ. Joiningಗಾಗಿ registration amount pay ಮಾಡಿ. Please use the official app.,1,Kannada
Reward ready ಇದೆ. Cashback ಪಡೆಯಲು verification complete ಮಾಡಿ. ಇದೇ ಮಾಹಿತಿಯನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲೂ ನೋಡಬಹುದು.,1,Kannada
SMS: Subscription payment fail ಆಗಿದೆ. Cancellation ತಪ್ಪಿಸಲು card information verify ಮಾಡಿ.,1,Kannada
"Electricity connection suspend ಆಗಬಹುದು, latest bill verify ಆಗಿಲ್ಲ.",1,Kannada
Security check complete ಆಗದಿದ್ದರೆ card temporarily disable ಆಗಬಹುದು.,1,Kannada
Security check complete ಆಗದಿದ್ದರೆ card temporarily disable ಆಗಬಹುದು. ಈ update ನಿಮ್ಮ service recordನಲ್ಲೂ ಲಭ್ಯವಿದೆ.,1,Kannada
Insurance claim beneficiary details confirm ಆಗುವವರೆಗೆ process ಆಗುವುದಿಲ್ಲ. | Service update Please use the official app.,1,Kannada
Update: ನಿಮ್ಮ UPI service holdನಲ್ಲಿದೆ. Payment ಮುಂದುವರಿಸಲು verification complete ಮಾಡಿ.,1,Kannada
Interview slot confirm ಮಾಡುವ ಮೊದಲು job application final verification complete ಮಾಡಿ. https://service.example/check,1,Kannada
ನಿಮ್ಮನ್ನು work-from-home jobಗೆ shortlist ಮಾಡಲಾಗಿದೆ. Joiningಗಾಗಿ registration amount pay ಮಾಡಿ.,1,Kannada
Mobile number KYC recheck ಅಗತ್ಯವಿದೆ — Service active ಇರಲು ಇಂದು verify ಮಾಡಿ. https://service.example/check,1,Kannada
Subscription payment fail ಆಗಿದೆ. Cancellation ತಪ್ಪಿಸಲು card information verify ಮಾಡಿ. Please use the official app.,1,Kannada
Security check complete ಆಗದಿದ್ದರೆ card temporarily disable ಆಗಬಹುದು. | Account update,1,Kannada
"Electricity connection suspend ಆಗಬಹುದು, latest bill verify ಆಗಿಲ್ಲ. | Service update",1,Kannada
UPI refund release ಆಗಿಲ್ಲ. Payment details submit ಮಾಡಿ process complete ಮಾಡಿ. Thank you. https://service.example/check,1,Kannada
SMS: ನಿಮ್ಮನ್ನು work-from-home jobಗೆ shortlist ಮಾಡಲಾಗಿದೆ. Joiningಗಾಗಿ registration amount pay ಮಾಡಿ. https://service.example/check,1,Kannada
"Parcel address verify ಆಗಿಲ್ಲ, ಆದ್ದರಿಂದ delivery holdನಲ್ಲಿದೆ. Address confirm ಮಾಡಿ. Please check the app for details. Please use the official app.",1,Kannada
"Electricity connection suspend ಆಗಬಹುದು, latest bill verify ಆಗಿಲ್ಲ — https://service.example/check",1,Kannada
Update: Reward ready ಇದೆ. Cashback ಪಡೆಯಲು verification complete ಮಾಡಿ.,1,Kannada
Insurance claim beneficiary details confirm ಆಗುವವರೆಗೆ process ಆಗುವುದಿಲ್ಲ. For your records. Please use the official app.,1,Kannada
Accountನಲ್ಲಿ suspicious activity ಕಂಡುಬಂದಿದೆ. Service block ಆಗುವ ಮೊದಲು identity confirm ಮಾಡಿ. Thank you. https://service.example/check,1,Kannada
Subscription payment fail ಆಗಿದೆ. Cancellation ತಪ್ಪಿಸಲು card information verify ಮಾಡಿ. Service details are available in your account. Please use the official app.,1,Kannada
"Electricity connection suspend ಆಗಬಹುದು, latest bill verify ಆಗಿಲ್ಲ. https://service.example/check",1,Kannada
Government benefit verification pending ಇದೆ. Application close ಆಗುವ ಮೊದಲು details confirm ಮಾಡಿ. Thank you. Please use the official app.,1,Kannada
SMS: Interview slot confirm ಮಾಡುವ ಮೊದಲು job application final verification complete ಮಾಡಿ.,1,Kannada
"Electricity connection suspend ಆಗಬಹುದು, latest bill verify ಆಗಿಲ್ಲ. | Today",1,Kannada
Accountನಲ್ಲಿ suspicious activity ಕಂಡುಬಂದಿದೆ. Service block ಆಗುವ ಮೊದಲು identity confirm ಮಾಡಿ.,1,Kannada
Unknown deviceನಿಂದ account recovery request ಬಂದಿದೆ. Please identity confirm ಮಾಡಿ. | Account update https://service.example/check,1,Kannada
Refund pending ಇದೆ. Amount ಪಡೆಯಲು ಕೇಳಿದ account details share ಮಾಡಿ. https://service.example/check ಇದೇ ಮಾಹಿತಿಯನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲೂ ನೋಡಬಹುದು.,1,Kannada
"ನಿಮ್ಮ bank account ಇಂದು suspend ಆಗಬಹುದು, KYC pending ಇದೆ. ದಯವಿಟ್ಟು ತಕ್ಷಣ verify ಮಾಡಿ. Please check the app for details.",1,Kannada
Update: ನಿಮ್ಮನ್ನು work-from-home jobಗೆ shortlist ಮಾಡಲಾಗಿದೆ. Joiningಗಾಗಿ registration amount pay ಮಾಡಿ.,1,Kannada
Update: ನಿಮ್ಮ KYC expire ಆಗಿದೆ. Banking access block ಆಗುವ ಮೊದಲು details update ಮಾಡಿ.,1,Kannada
UPI refund release ಆಗಿಲ್ಲ. Payment details submit ಮಾಡಿ process complete ಮಾಡಿ.,1,Kannada
SMS: ನಿಮ್ಮನ್ನು work-from-home jobಗೆ shortlist ಮಾಡಲಾಗಿದೆ. Joiningಗಾಗಿ registration amount pay ಮಾಡಿ.,1,Kannada
ನಿಮ್ಮ UPI service holdನಲ್ಲಿದೆ — Payment ಮುಂದುವರಿಸಲು verification complete ಮಾಡಿ.,1,Kannada
Security check complete ಆಗದಿದ್ದರೆ card temporarily disable ಆಗಬಹುದು. https://service.example/check,1,Kannada
ನಿಮ್ಮ UPI service holdನಲ್ಲಿದೆ. Payment ಮುಂದುವರಿಸಲು verification complete ಮಾಡಿ. Service details are available in your account.,1,Kannada
Interview slot confirm ಮಾಡುವ ಮೊದಲು job application final verification complete ಮಾಡಿ — https://service.example/check,1,Kannada
Subscription payment fail ಆಗಿದೆ. Cancellation ತಪ್ಪಿಸಲು card information verify ಮಾಡಿ. Please check the app for details. Please use the official app.,1,Kannada
SMS: Accountನಲ್ಲಿ suspicious activity ಕಂಡುಬಂದಿದೆ. Service block ಆಗುವ ಮೊದಲು identity confirm ಮಾಡಿ.,1,Kannada
ನಿಮ್ಮನ್ನು work-from-home jobಗೆ shortlist ಮಾಡಲಾಗಿದೆ. Joiningಗಾಗಿ registration amount pay ಮಾಡಿ. For your records.,1,Kannada
ನಿಮ್ಮ UPI service holdನಲ್ಲಿದೆ. Payment ಮುಂದುವರಿಸಲು verification complete ಮಾಡಿ.,1,Kannada
ನಿಮ್ಮ KYC expire ಆಗಿದೆ. Banking access block ಆಗುವ ಮೊದಲು details update ಮಾಡಿ. For your records. Please use the official app.,1,Kannada
Reward ready ಇದೆ. Cashback ಪಡೆಯಲು verification complete ಮಾಡಿ. Please check the app for details.,1,Kannada
Insurance claim beneficiary details confirm ಆಗುವವರೆಗೆ process ಆಗುವುದಿಲ್ಲ. | Service update https://service.example/check,1,Kannada
Update: Mobile number KYC recheck ಅಗತ್ಯವಿದೆ. Service active ಇರಲು ಇಂದು verify ಮಾಡಿ. https://service.example/check,1,Kannada
Refund pending ಇದೆ. Amount ಪಡೆಯಲು ಕೇಳಿದ account details share ಮಾಡಿ. For your records. https://service.example/check,1,Kannada
Accountನಲ್ಲಿ suspicious activity ಕಂಡುಬಂದಿದೆ. Service block ಆಗುವ ಮೊದಲು identity confirm ಮಾಡಿ. ಈ update ನಿಮ್ಮ service recordನಲ್ಲೂ ಲಭ್ಯವಿದೆ.,1,Kannada
